width_um,thickness_um,wavelength_um,neff_real,neff_imag,ng,te_fraction,notes
4.0,0.1,nan,nan,nan,nan,nan,"ERROR: 'in set, the value supplied is not acceptable for the property \'material\', it may be out of range, have incorrect dimensions or not be found in the list of choices\n  Expected type is String from this list:\n# ""<Object defined dielectric>""\n# ""5CB - Li""\n# ""5PCH - Li""\n# ""6241-000 - Li""\n# ""Ag (Silver) - CRC""\n# ""Ag (Silver) - Johnson and Christy""\n# ""Ag (Silver) - Palik (0-2um)""\n# ""Ag (Silver) - Palik (1-10um)""\n# ""Al (Aluminium) - CRC""\n# ""Al (Aluminium) - Palik""\n# ""Al2O3 - Palik""\n# ""Au (Gold) - CRC""\n# ""Au (Gold) - Johnson and Christy""\n# ""Au (Gold) - Palik""\n# ""C (graphene) - Falkovsky (mid-IR)""\n# ""Cr (Chromium) - CRC""\n# ""Cr (Chromium) - Palik""\n# ""Cu (Copper) - CRC""\n# ""Cu (Copper) - Palik""\n# ""E44 - Li""\n# ""E7 - Li""\n# ""Fe (Iron) - CRC""\n# ""Fe (Iron) - Palik""\n# ""GaAs - Palik""\n# ""Ge (Germanium) - CRC""\n# ""Ge (Germanium) - Palik""\n# ""H2O (Water) - Palik""\n# ""In (Indium) - Palik""\n# ""InAs - Palik""\n# ""InP - Palik""\n# ""MLC-6608 - Li""\n# ""MLC-9200-000 - Li""\n# ""MLC-9200-100 - Li""\n# ""Ni (Nickel) - CRC""\n# ""Ni (Nickel) - Palik""\n# ""PEC (Perfect Electrical Conductor)""\n# ""Pd (Palladium) - Palik""\n# ""Pt (Platinum) - Palik""\n# ""Rh (Rhodium) - Palik""\n# ""Si (Silicon) - Palik""\n# ""Si3N4 (Silicon Nitride) - Kischkat""\n# ""Si3N4 (Silicon Nitride) - Luke""\n# ""Si3N4 (Silicon Nitride) - Phillip""\n# ""SiO2 (Glass) - Palik""\n# ""Sn (Tin) - Palik""\n# ""TL-216 - Li""\n# ""Ta (Tantalum) - CRC""\n# ""Ti (Titanium) - CRC""\n# ""Ti (Titanium) - Palik""\n# ""TiN - Palik""\n# ""TiO2 (Titanium Dioxide) - Kischkat""\n# ""TiO2 (Titanium Dioxide) - Sarkar""\n# ""TiO2 (Titanium Dioxide) - Siefke""\n# ""TiO2 (Titanium Dioxide) -Devore""\n# ""V (Vanadium ) - CRC""\n# ""W (Tungsten) - CRC""\n# ""W (Tungsten) - Palik""\n# ""etch""'"
